日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-04-24,涨停池,002290.SZ,禾盛新材,81.35,10.0068,9.2295,1,14:50:06,09:25:00,21,16920800.0,20109399000.0,增资CPU+家电复合材料+年报增长
2026-04-24,涨停池,000062.SZ,深圳华强,34.34,9.9936,10.7316,3,14:47:57,10:48:21,20,32961009.0,35881869000.0,华为昇腾+分销龙头+存储芯片+一季报预增
2026-04-24,涨停池,600545.SH,卓郎智能,4.74,9.9768,10.2106,1,14:41:44,14:41:44,,91673340.0,8474703900.0,玻璃纤维纱线+华为合作+AI智慧工厂+纺织机械
2026-04-24,涨停池,600726.SH,华电能源,5.8,10.0569,6.6706,2,14:31:21,09:34:57,21,22411780.0,43356950000.0,一季报增长+绿电转型+热电联产+煤炭
2026-04-24,涨停池,603389.SH,*ST亚振,53.34,5.0,1.3969,1,14:30:14,10:55:41,2,2270150.4,14015192000.0,ST板块+锆钛选矿+世博家具
2026-04-24,涨停池,600537.SH,亿晶光电,3.72,10.0592,17.6953,1,14:18:08,14:18:08,,67970352.0,4403419900.0,预重整推进+TOPCon电池+光伏组件
2026-04-24,涨停池,600338.SH,西藏珠峰,22.57,9.9903,19.9423,1,14:13:47,10:41:53,17,42621188.0,20633723000.0,盐湖提锂+铅锌矿+业绩高增
2026-04-24,涨停池,002407.SZ,多氟多,33.04,9.9867,18.4666,1,14:07:12,14:07:12,,313490950.0,35642473000.0,一季报暴增+六氟磷酸锂+大圆柱电池
2026-04-24,涨停池,603559.SH,ST通脉,7.11,5.0222,1.0069,1,14:05:35,13:55:50,1,1790298.0,2853079300.0,ST摘帽预期+通信工程+重整完成
2026-04-24,涨停池,002756.SZ,永兴材料,78.21,10.0,5.7629,1,14:04:54,14:04:54,,83815311.0,30402623000.0,锂电+特钢+技改达产
2026-04-24,涨停池,002990.SZ,盛视科技,54.11,10.002,15.6663,1,14:03:00,13:39:54,5,21726897.0,7468184400.0,算力采购+人形机器人+智慧口岸
2026-04-24,涨停池,002240.SZ,盛新锂能,50.93,10.0,7.1206,1,14:01:45,14:01:45,,229427580.0,46494441000.0,锂盐产能释放+木绒锂矿获批+津巴布韦出口
2026-04-24,涨停池,688268.SH,华特气体,176.8,20.0027,12.9537,4,14:01:34,09:35:52,20,36165147.0,21201039000.0,氦气涨价+光刻气+国产替代
2026-04-24,涨停池,000504.SZ,*ST生物,9.9,4.9841,1.0086,1,14:01:03,14:01:03,,3152160.0,3258311700.0,动力电池回收+细胞治疗+湖南国资
2026-04-24,涨停池,002528.SZ,ST英飞拓,5.11,4.9281,3.8427,1,13:56:30,09:31:27,9,21287831.0,5366622000.0,庭外重组+深圳国资+智慧城市+AI安防
2026-04-24,涨停池,002620.SZ,ST瑞和,10.97,4.9761,5.0403,5,13:48:51,13:48:51,,18375024.0,3459502500.0,重整投资人+光伏建筑一体化+建筑装饰
2026-04-24,涨停池,000546.SZ,金圆股份,7.16,9.9846,23.5091,1,13:45:06,10:27:45,9,34824092.0,4988409300.0,盐湖提锂+锂矿布局+金属镍+固废回收
2026-04-24,涨停池,603819.SH,神力股份,15.31,9.9856,6.6627,1,13:43:36,13:43:36,,100357953.0,3333449200.0,柴油发电机+数据中心+安防+扭亏为盈
2026-04-24,涨停池,001339.SZ,智微智能,80.74,10.0,16.0513,1,13:34:27,13:34:27,,100795816.0,10054799500.0,一季报增长+算力+人形机器人+AI PC
2026-04-24,涨停池,603876.SH,鼎胜新材,26.95,10.0,5.6692,1,13:25:41,13:25:41,,74568494.0,25043751000.0,电池铝箔+钠电池+全球布局+业绩预增
2026-04-24,涨停池,002812.SZ,恩捷股份,77.18,10.0057,8.0174,1,13:22:21,10:40:21,21,169518770.0,63492673000.0,业绩暴增+隔膜龙头+固态电池+LG大单
2026-04-24,涨停池,000973.SZ,佛塑科技,18.99,10.0232,10.3634,1,13:22:18,13:22:18,,143572950.0,18371366000.0,锂电隔膜+超薄隔膜+业绩暴增+广东国资
2026-04-24,涨停池,603937.SH,丽岛新材,13.85,10.0079,5.2567,1,13:17:41,13:17:41,,82054325.0,2893133700.0,电池铝箔扩建+锂电池概念+彩涂铝
2026-04-24,涨停池,002810.SZ,山东赫达,28.91,10.0076,6.1268,1,13:06:00,13:06:00,,33375063.0,9355138600.0,锂电池+植物胶囊+纤维素醚+一季度预增
2026-04-24,涨停池,603599.SH,广信股份,15.17,10.0073,4.1779,1,13:05:22,10:13:10,1,26835730.0,13808786000.0,草甘膦+光气资源+染料中间体
2026-04-24,涨停池,603680.SH,今创集团,14.03,10.0392,1.3884,1,13:03:32,13:03:32,,86214266.0,10995574300.0,轨道交通+商业航天+一带一路+年报增长
2026-04-24,涨停池,002192.SZ,融捷股份,86.28,9.9949,11.4548,1,13:03:30,10:47:12,2,155752660.0,22356673000.0,锂矿+负极材料+年报增长
2026-04-24,涨停池,002406.SZ,远东传动,8.43,10.0522,7.476,1,13:02:33,13:02:33,,56623231.0,5076654700.0,参股黄河信产+机器人+传动轴+一季报预增
2026-04-24,涨停池,301077.SZ,星华新材,38.59,19.9938,25.3835,1,13:00:00,13:00:00,,28363033.0,3681587500.0,算力+拟收购天宽科技+英伟达概念+反光布龙头
2026-04-24,涨停池,002331.SZ,皖通科技,9.91,9.9889,11.8008,1,11:16:18,10:51:33,3,27538899.0,3922894800.0,华为合作+智慧交通+AI运维
2026-04-24,涨停池,300613.SZ,富瀚微,56.08,20.0086,11.9754,1,11:10:36,09:31:51,1,84963780.0,12315156400.0,一季报暴增+AI算力芯片+车载AI芯片+机器人芯片
2026-04-24,涨停池,600633.SH,浙数文化,15.09,9.9854,11.866,1,10:49:06,10:35:45,11,9690798.0,19135244000.0,算力+AI应用+数字文化+国企
2026-04-24,涨停池,603520.SH,司太立,11.64,10.0189,11.8182,1,10:44:30,10:33:12,2,32261424.0,5103091000.0,六氟磷酸锂+碘造影剂+原料药+产能释放
2026-04-24,涨停池,000889.SZ,中嘉博创,4.79,10.1149,28.2283,1,10:42:36,10:14:48,3,65694467.0,4166558200.0,算力+诉讼和解+5G消息+通信运维
2026-04-24,涨停池,603789.SH,*ST星农,5.75,4.927,1.2293,1,10:41:46,10:41:46,,6109605.0,1495000000.0,摘帽预期+农机+无人驾驶+专用车注入
2026-04-24,涨停池,600499.SH,科达制造,19.81,9.9944,3.2765,1,10:37:18,10:37:18,,96209325.0,37992735000.0,一季报超预期+非洲建材+盐湖提锂+陶瓷
2026-04-24,涨停池,003036.SZ,泰坦股份,33.59,9.9869,9.3976,1,10:37:15,09:41:45,2,16674009.0,7264794300.0,高端纺机+电子布纺织机+固态电池+纺织机器人
2026-04-24,涨停池,002176.SZ,江特电机,13.62,10.0162,10.5238,1,10:36:09,10:36:09,,143231270.0,23235980000.0,锂矿+机器人+低空经济
2026-04-24,涨停池,001211.SZ,双枪科技,34.55,9.9968,8.8563,1,10:34:24,10:34:24,,62943190.0,2314731700.0,竹基禾塑托盘+金钢瓷餐具+全竹产业链
2026-04-24,涨停池,603390.SH,通达电气,14.6,10.0226,14.5514,2,10:24:39,10:24:39,,32184240.0,5117503700.0,一季报业绩大增+智慧交通+氢能源+比亚迪
2026-04-24,涨停池,603655.SH,朗博科技,47.52,10.0,6.0332,1,10:21:49,10:16:01,2,33943441.0,5037120000.0,汽车热管理+橡胶密封件+年报预增
2026-04-24,涨停池,300283.SZ,温州宏丰,11.75,20.0204,19.7209,1,10:15:57,10:15:57,,72353798.0,4463460900.0,一季报扭亏+铜箔扩产+锂电铜箔+芯片引线框架
2026-04-24,涨停池,600208.SH,衢州发展,4.73,10.0,4.2155,1,10:15:46,10:04:34,2,116199696.0,40242728000.0,拟并购先导电科+半导体靶材+回购+衢州国资
2026-04-24,涨停池,688633.SH,星球石墨,33.6,20.0,9.1689,1,10:12:15,10:12:15,,33862114.0,4830666900.0,一季报大增+高端装备+一带一路
2026-04-24,涨停池,000906.SZ,浙商中拓,6.36,10.0346,8.3071,1,10:10:33,09:43:39,1,37566924.0,4459884900.0,供应链服务+储能+矿产资源+浙江国资
