日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-04-29,涨停池,002176.SZ,江特电机,16.09,9.9795,22.5358,4,14:52:48,13:45:12,33,28141088.0,27408140000.0,锂矿放量+电机+低空经济
2026-04-29,涨停池,002655.SZ,共达电声,30.7,9.9964,25.1517,1,14:50:30,13:15:39,41,3512080.0,11146737100.0,增持+车载声学+股权激励
2026-04-29,涨停池,605158.SH,华达新材,7.83,9.9719,2.804,1,14:42:30,14:42:30,,37589481.0,4004418600.0,热镀锌板+南通项目+彩色涂层板
2026-04-29,涨停池,603738.SH,泰晶科技,39.82,10.0,17.6599,1,14:41:12,14:25:39,16,12359849.3,15366040000.0,625MHz晶振+光模块+人形机器人
2026-04-29,涨停池,002348.SZ,高乐股份,10.59,9.9688,5.705,1,14:39:54,10:53:09,36,2167773.0,9568414500.0,AI玩具+算力布局+此前实控人变更
2026-04-29,涨停池,002136.SZ,安纳达,15.31,9.9856,11.9341,1,14:38:21,14:38:21,,57796766.0,3283317700.0,磷酸铁锂+钛白粉+国企改革
2026-04-29,涨停池,605168.SH,三人行,48.5,10.0023,9.794,2,14:36:11,09:39:32,8,31945447.0,10224623800.0,算力租赁+英伟达合作+AI营销
2026-04-29,涨停池,002378.SZ,章源钨业,32.92,9.99,9.3328,1,14:20:06,13:19:54,3,63043611.0,39343395000.0,一季报大增+钨价上涨+钨精矿
2026-04-29,涨停池,001396.SZ,誉帆科技,47.71,10.0069,19.4425,1,14:16:48,09:31:09,11,6226393.6,1059502840.0,地下管网+专精特新+一季报扭亏
2026-04-29,涨停池,600423.SH,*ST柳化,3.07,5.137,4.7956,1,14:15:13,09:35:07,8,1952520.0,2451993700.0,双氧水扩产+电子级双氧水+柳州国资
2026-04-29,涨停池,301217.SZ,铜冠铜箔,70.98,20.0,9.4039,1,14:12:48,14:12:48,,68316688.0,58843523000.0,一季报大增+PCB铜箔+锂电池铜箔+安徽国资
2026-04-29,涨停池,002875.SZ,安奈儿,24.63,10.0045,7.3108,1,14:11:03,09:58:42,11,9620478.0,4493447400.0,一季报扭亏+童装+AI布局
2026-04-29,涨停池,603508.SH,思维列控,26.16,10.0084,4.4508,1,14:01:55,09:37:04,6,9000635.8,9974137700.0,一季报增长+高股息+铁路列控
2026-04-29,涨停池,001203.SZ,大中矿业,51.3,9.9914,2.4552,1,14:01:42,13:22:42,22,53228880.0,66996472000.0,锂矿放量+铁矿龙头+固态电池材料
2026-04-29,涨停池,600379.SH,宝光股份,15.25,10.0289,20.1426,2,13:58:58,09:30:52,2,34025815.0,5035573900.0,电子特气+氢能+储能+特高压+央企
2026-04-29,涨停池,603139.SH,康惠股份,36.78,9.988,6.8053,1,13:56:45,10:03:45,1,42491934.0,3673586400.0,一季度扭亏+资产处置收益+中成药医保
2026-04-29,涨停池,601233.SH,桐昆股份,23.06,10.0191,2.9072,1,13:52:20,13:50:34,3,36564374.0,54759941000.0,一季度净利大增+涤纶长丝龙头+全产业链
2026-04-29,涨停池,002192.SZ,融捷股份,99.29,10.0044,15.4298,4,13:50:33,13:47:06,3,48177891.0,25727794000.0,一季报大增+锂矿+负极材料
2026-04-29,涨停池,000039.SZ,中集集团,12.43,10.0,3.7641,1,13:47:57,13:20:18,5,48618951.0,28606491000.0,模块化数据中心+商业航天+氢能
2026-04-29,涨停池,603026.SH,石大胜华,119.25,9.9991,11.9176,1,13:40:45,13:08:24,3,52756200.0,27749596000.0,一季度扭亏+电解液涨价+宁德时代
2026-04-29,涨停池,600338.SH,西藏珠峰,27.61,10.0,14.9577,4,13:40:39,13:33:45,6,64779880.0,25241343000.0,业绩高增+碳酸锂+盐湖提锂+资产聚焦
2026-04-29,涨停池,002709.SZ,天赐材料,59.32,9.9944,11.9664,1,13:40:09,13:15:12,9,184512310.0,89514534000.0,一季报大增+固态电池+电解液龙头
2026-04-29,涨停池,001336.SZ,楚环科技,29.07,9.9886,8.9575,1,13:39:00,13:39:00,,46497407.0,1433827200.0,一季报高增+废气治理+半导体
2026-04-29,涨停池,002497.SZ,雅化集团,30.28,9.9891,7.6944,1,13:38:30,13:38:30,,27336784.0,32084313000.0,固态电池+硫化锂+锂盐产能
2026-04-29,涨停池,603345.SH,安井食品,109.82,9.996,2.758,1,13:38:01,09:34:49,4,17158167.0,32209573000.0,一季报高增+预制菜+烘焙赛道
2026-04-29,涨停池,603353.SH,和顺石油,43.82,9.99,9.3517,1,13:34:33,13:34:33,,60454072.0,7467716800.0,拟控股奎芯+芯片IP+成品油+一季报增长
2026-04-29,涨停池,600392.SH,盛和资源,26.19,9.9958,6.3311,1,13:30:18,13:21:24,3,57299792.0,45906528000.0,稀土涨价+回购+央企
2026-04-29,涨停池,002832.SZ,比音勒芬,19.67,10.0112,7.3197,1,13:30:00,09:31:57,28,4138568.0,7659857600.0,一季报增长+高分红+服装纺织
