日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-09-03,涨停池,002708.SZ,光洋股份,15.58,10.0282,18.5047,2,14:55:24,09:50:12,51,6035318.1,7940040900.0,人形机器人+PCB收购+半年报增长
2026-09-03,涨停池,600479.SH,千金药业,14.26,10.0309,29.6739,7,14:53:37,14:53:37,,53105737.0,5967911500.0,女性健康+创新药+药材种植+中报增长
2026-09-03,涨停池,600234.SH,科新发展,22.86,10.0096,2.2251,1,14:45:44,13:14:32,5,13174218.0,6001229400.0,算力租赁+定增募资+建筑工程
2026-09-03,涨停池,002581.SZ,*ST未名,5.64,9.9415,4.0161,1,14:32:39,14:32:39,,7898820.0,2260462100.0,创新药+神经生长因子+中药饮片
2026-09-03,涨停池,000813.SZ,德展健康,3.61,10.061,5.5873,1,14:22:48,14:22:48,,57861441.0,7568899400.0,创新药+HPV疫苗+降血脂药
2026-09-03,涨停池,605577.SH,龙版传媒,14.14,10.0389,11.1229,4,14:12:59,09:32:08,2,41257720.0,6284444500.0,AI漫剧+出版发行+黑龙江国资
2026-09-03,涨停池,603989.SH,艾华集团,32.03,9.9931,11.6879,4,14:01:39,14:01:39,,137159120.0,12772918900.0,MLPC+薄膜电容器+AI服务器+半年报增长
2026-09-03,涨停池,603150.SH,万朗磁塑,62.15,10.0,5.4611,1,13:59:49,13:59:49,,4350500.0,5312768500.0,智能转向+钐铁氮+小家电
2026-09-03,涨停池,603757.SH,大元泵业,79.44,9.9972,9.6091,1,13:56:48,13:49:15,1,30719448.0,14819314000.0,液冷泵+算力服务+实控人变更
2026-09-03,涨停池,301489.SZ,思泉新材,140.4,20.0,22.4514,1,13:56:27,11:21:57,1,44739864.0,9769139700.0,液冷散热+算力散热+消费电子
2026-09-03,涨停池,002980.SZ,华盛昌,106.66,10.0041,14.6723,1,13:54:42,09:34:18,2,54289940.0,10803252100.0,光通信测试+CPO+中报增长
2026-09-03,涨停池,603090.SH,宏盛股份,44.35,9.995,15.0006,4,13:44:01,13:44:01,,24379195.0,4435000000.0,液冷服务器+氢能源+铝制板翅式换热器+海外扩张
2026-09-03,涨停池,002328.SZ,新朋股份,10.1,10.0218,26.3681,4,13:36:09,11:24:33,1,133018162.0,5763927500.0,液冷机柜+海外交付+储能配套
2026-09-03,涨停池,601212.SH,白银有色,7.33,10.0601,7.9491,1,13:33:54,13:01:36,2,91708562.0,54276997000.0,白银+黄金+多金属综合+锂电材料
2026-09-03,涨停池,002297.SZ,博云新材,22.0,10.0,31.3812,2,13:33:24,10:25:54,8,108305714.0,12608306000.0,军工材料+航天材料+硬质合金+业绩增长
2026-09-03,涨停池,603162.SH,海通发展,13.31,10.0,18.3574,1,13:30:06,09:34:24,7,39255329.0,5622625500.0,干散货航运+运力扩张+中报高增
2026-09-03,涨停池,600611.SH,大众交通,5.15,10.0427,12.0377,1,13:24:04,09:42:07,4,38580427.0,8051079300.0,无人驾驶+上海出租车+间接投资长江存储+算力
2026-09-03,涨停池,688622.SH,*ST禾信,103.74,20.0,1.7301,1,13:22:25,13:00:10,5,13385883.4,7310093100.0,量子计算+资产重组+质谱仪
2026-09-03,涨停池,605288.SH,凯迪股份,72.34,10.0061,3.8658,1,13:13:35,13:13:35,,67227009.0,7109465000.0,机器人+线性驱动+汽车零部件
2026-09-03,涨停池,600693.SH,东百集团,11.04,9.9602,17.2537,3,13:01:57,13:01:57,,59616000.0,9593238700.0,零售+首店经济+仓储物流+资产盘活
2026-09-03,涨停池,002631.SZ,德尔未来,11.14,9.9704,5.2353,1,11:23:36,11:17:09,1,67551478.0,8841705000.0,半导体+石墨烯+大家居
2026-09-03,涨停池,605068.SH,明新旭腾,23.5,10.0187,7.664,3,11:09:06,09:44:00,4,9501050.0,3811664600.0,人形机器人+电子皮肤+汽车内饰
2026-09-03,涨停池,002787.SZ,华源控股,24.4,10.009,9.6311,1,10:54:06,10:35:03,2,43261200.0,6053231000.0,股份回购+半导体设备+光模块+金属包装
2026-09-03,涨停池,603538.SH,美诺华,28.49,10.0,19.2688,1,10:38:58,10:23:28,3,90532388.0,9598849400.0,JH389+CDMO+医药制造
2026-09-03,涨停池,600865.SH,百大集团,10.32,10.0213,6.5187,1,10:31:36,10:05:06,2,34199448.0,3882800100.0,商业零售+物业租赁+恒隆租约
