日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-08-19,涨停池,603395.SH,红四方,29.0,10.0152,4.5703,3,09:25:02,09:25:02,,75199900.0,1885000000.0,未知
2026-08-19,涨停池,600783.SH,鲁信创投,20.19,10.0272,0.3173,1,09:25:02,09:25:02,,1247772290.0,15028614000.0,未知
2026-08-19,涨停池,600127.SH,金健米业,7.82,9.9859,0.7152,3,09:25:02,09:25:02,,1271906580.0,5018744800.0,未知
2026-08-19,涨停池,600313.SH,农发种业,7.46,10.0295,0.8569,3,09:25:01,09:25:01,,209092740.0,8073202000.0,未知
2026-08-19,涨停池,002953.SZ,日丰股份,11.73,10.0375,2.4996,2,09:25:00,09:25:00,,48755006.0,3299517200.0,未知
2026-08-19,涨停池,002667.SZ,*ST威领,15.87,9.9792,0.1712,1,09:25:00,09:25:00,,1603728600.0,3755016600.0,未知
2026-08-19,涨停池,002333.SZ,罗普斯金,6.34,10.0694,0.2883,1,09:25:00,09:25:00,,224233560.0,4225670000.0,未知
2026-08-19,涨停池,000153.SZ,丰原药业,7.35,10.0299,3.466,2,09:25:00,09:25:00,,55828733.0,3372683500.0,未知
2026-08-19,跌停池,603089.SH,正裕工业,10.62,-10.0,0.6247,1,,,,0.0,2549153300.0,未知
2026-08-19,跌停池,605180.SH,华生科技,11.79,-10.0,0.8707,1,,,,0.0,1992510000.0,未知
2026-08-19,跌停池,605179.SH,一鸣食品,34.75,-9.9974,0.189,1,,,,0.0,13934750000.0,未知
2026-08-19,跌停池,603221.SH,爱丽家居,27.0,-10.0,0.2491,1,,,,0.0,6541290000.0,未知
2026-08-19,跌停池,603330.SH,天洋新材,10.07,-10.0089,2.8844,1,,,,0.0,4357023600.0,未知
2026-08-19,跌停池,002731.SZ,*ST萃华,1.43,-10.0629,0.4432,1,,,,0.0,328408650.0,未知
2026-08-19,跌停池,002081.SZ,金螳螂,5.64,-10.0478,1.4032,1,,,,0.0,14913533000.0,未知
