日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-08-05,涨停池,002222.SZ,福晶科技,58.21,9.9962,8.5426,1,14:54:03,13:05:03,24,6449668.0,27251111000.0,光通信+中科院系
2026-08-05,涨停池,600078.SH,澄星股份,11.03,9.9701,4.4313,1,14:51:57,14:51:57,16,8162828.7,7308178700.0,磷化工+黄磷涨价+中报预增
2026-08-05,涨停池,688596.SH,正帆科技,57.42,20.0,15.3207,1,14:51:10,10:06:25,20,16102922.0,16697695000.0,转债强赎+电子特气+碳化硅陶瓷+半导体设备零部件
2026-08-05,涨停池,600397.SH,江钨装备,15.35,10.0358,14.8031,2,14:47:10,13:59:34,3,27312930.0,15195884000.0,钨钽铌资产注入+磁选装备+江西国资
2026-08-05,涨停池,603626.SH,科森科技,15.11,9.9709,7.7131,1,14:47:01,13:00:25,4,62901419.0,8384232100.0,机器人+消费电子+AI散热+扭亏为盈
2026-08-05,涨停池,603256.SH,宏和科技,138.11,10.004,2.4584,1,14:46:19,13:11:34,15,28430220.0,121499165000.0,特种电子布+PCB概念+中报预增
2026-08-05,涨停池,603988.SH,中电电机,20.65,10.016,9.6786,1,14:40:21,14:29:00,1,34281065.0,4856880000.0,电机+风电+储能+上游资源
2026-08-05,涨停池,002607.SZ,中公教育,2.35,9.8131,12.1788,1,14:32:15,10:11:33,3,83874555.0,13027084500.0,职业教育+就业培训龙头+AI应用
2026-08-05,涨停池,600130.SH,波导股份,4.32,9.9237,5.6995,1,14:29:29,09:47:17,3,20839248.0,3240000000.0,参股华大北斗+汽车电子+消费电子+摘帽
2026-08-05,涨停池,002396.SZ,星网锐捷,28.7,10.0038,12.8078,1,14:28:15,09:42:15,4,104366115.0,21737814000.0,数据中心交换机+CPO+福建国资
2026-08-05,涨停池,603618.SH,杭电股份,26.22,9.9832,15.2703,1,14:27:48,13:01:42,28,78035964.0,18127869000.0,光纤光缆+定增扩产+减持完毕
2026-08-05,涨停池,002080.SZ,中材科技,48.81,10.0068,3.3658,2,14:27:03,13:02:09,20,34690243.0,81909212000.0,PCB概念+特种纤维布+定增过会+央企
2026-08-05,涨停池,000811.SZ,冰轮环境,39.47,10.0056,5.9315,2,14:24:06,10:48:36,27,15961155.0,38617278000.0,数据中心液冷+烟台国资+超跌反弹
2026-08-05,涨停池,002980.SZ,华盛昌,76.14,9.9971,12.9951,2,14:23:42,13:09:06,34,7463242.8,7711995500.0,CPO+光通信测试+AI眼镜+中报预增
2026-08-05,涨停池,002636.SZ,金安国纪,56.18,10.0059,7.323,1,14:21:27,13:04:12,8,94720435.0,40692040000.0,覆铜板+PCB概念+扩产+半年报预增
2026-08-05,涨停池,003032.SZ,传智教育,11.73,10.0375,18.7864,8,14:21:06,09:30:48,5,69475617.0,3336969300.0,AI教育+具身智能+中报扭亏
2026-08-05,涨停池,002734.SZ,利民股份,15.16,10.0145,7.4977,1,14:20:24,10:32:54,12,10760568.0,6607054600.0,农药+先正达续约+回购注销
2026-08-05,涨停池,000056.SZ,*ST皇庭,2.09,10.0,4.5971,1,14:12:27,13:38:24,3,6841406.0,1888802400.0,债务化解+功率半导体+商业管理+固态电池
2026-08-05,涨停池,603979.SH,金诚信,78.68,9.9958,1.7734,1,13:56:59,13:54:38,2,16195806.0,49080000000.0,铜+矿山服务+重大合同
2026-08-05,涨停池,001337.SZ,四川黄金,43.27,9.9898,4.8093,1,13:35:54,10:25:03,1,40262735.0,18173400000.0,黄金+半年报预增+金精矿+国企
2026-08-05,涨停池,603335.SH,迪生力,6.69,10.0329,6.0608,1,13:27:53,13:05:35,7,1584861.0,2864287400.0,存储芯片+收购半导体+汽车轮毂
2026-08-05,涨停池,300552.SZ,万集科技,24.88,20.0193,15.8145,1,13:25:48,09:30:33,2,17535424.0,3432388200.0,激光雷达+车路云+机器人
2026-08-05,涨停池,603268.SH,松发股份,172.87,10.0032,3.957,1,13:11:15,13:10:21,1,51647506.0,40321892000.0,船舶制造+半年报预增+定增完成
2026-08-05,涨停池,601700.SH,风范股份,6.51,9.9662,15.3852,3,13:05:34,09:25:01,1,106112349.0,7413310000.0,特高压+中报预增+国企改革
2026-08-05,涨停池,603995.SH,甬金股份,22.47,9.9853,2.2622,1,13:02:23,13:00:47,2,10675497.0,8170306400.0,精密冷轧不锈钢+钛合金+电池壳材料
2026-08-05,涨停池,603125.SH,常青科技,22.61,10.0243,1.5938,1,13:00:34,13:00:34,,27042691.0,9153350400.0,光刻胶原料+高分子新材料+可转债过会+中报预增
2026-08-05,涨停池,601869.SH,长飞光纤,312.4,10.0,3.8672,1,13:00:27,13:00:27,,235223770.0,126940089000.0,算力数据中心+半年报预增+设立产业基金+空芯光纤
2026-08-05,涨停池,002992.SZ,宝明科技,36.19,10.0,1.3964,1,13:00:15,13:00:15,,58054587.0,5654148300.0,AI服务器+HVLP铜箔+复合铜箔
2026-08-05,涨停池,002348.SZ,高乐股份,12.12,9.9819,10.4072,2,13:00:09,09:25:00,11,32458572.0,10950819900.0,签署算力大单+AI玩具+塑胶玩具
2026-08-05,涨停池,603306.SH,华懋科技,67.46,9.9951,4.619,2,11:24:31,11:24:31,,77309160.0,22227780000.0,CPO+资产重组+光模块
2026-08-05,涨停池,002552.SZ,宝鼎科技,39.34,10.0112,5.0995,4,11:24:21,11:24:21,,84879984.0,14496919000.0,覆铜板+PCB+黄金+国企
