日期,池类型,股票代码,股票名称,现价,涨跌幅%,换手率%,连板天数,最后封板时间,首次封板时间,开板次数,封单额,流通市值,涨停原因
2026-06-18,涨停池,300943.SZ,春晖智控,41.4,20.0,16.4968,1,14:56:57,14:02:24,4,57960.0,5523818000.0,未知
2026-06-18,涨停池,002842.SZ,翔鹭钨业,47.72,10.0046,32.6474,1,14:55:57,14:21:33,41,2582224.6,12811023800.0,定增通过+钨全产业链+光伏钨丝+业绩增长
2026-06-18,涨停池,603177.SH,德创环保,10.88,10.0101,8.785,1,14:55:28,14:54:31,2,7250432.0,2221609000.0,大气治理出海+钠离子电池+注册资本减少
2026-06-18,涨停池,301310.SZ,鑫宏业,46.75,19.9949,36.5993,1,14:54:03,13:07:27,45,65450.0,2851091900.0,高速铜缆连接+人形机器人线缆+可控核聚变
2026-06-18,涨停池,001296.SZ,长江材料,20.56,10.0054,12.4213,1,14:53:45,10:32:06,1,18619917.0,1585107500.0,非金属材料+覆膜砂龙头+3D打印
2026-06-18,涨停池,688729.SH,屹唐股份,33.07,19.9927,35.4486,1,14:52:31,14:52:31,,384703.31,7110080800.0,干法刻蚀设备+干法去胶+募投完成+北京国资
2026-06-18,涨停池,603082.SH,北自科技,41.03,10.0,26.3065,1,14:51:06,13:46:03,7,8891201.0,1664049600.0,机器人+智能物流+收购穗柯智能+央企
2026-06-18,涨停池,603001.SH,奥康国际,11.89,9.9907,10.1415,1,14:50:35,09:50:35,11,3983150.0,4767652200.0,质押解除+皮鞋+C2M+扭亏
2026-06-18,涨停池,600835.SH,上海机电,22.4,10.0196,1.8409,1,14:47:53,14:41:11,1,25497942.0,18065696000.0,AI算力供电+人形机器人+电梯+上海国资
2026-06-18,涨停池,603358.SH,华达科技,39.4,9.9944,6.3229,1,14:47:15,09:36:48,58,12864100.0,18193763000.0,分红派息+人形机器人+新能源车零部件
2026-06-18,涨停池,600667.SH,太极实业,20.92,9.9895,17.6701,1,14:46:02,13:49:50,13,42488520.0,43755062000.0,HBM后工序+存储芯片+先进封装+无锡国资
2026-06-18,涨停池,603389.SH,*ST亚振,61.27,5.0043,0.6315,1,14:44:31,14:41:58,1,3308580.0,16098815000.0,锆钛矿选矿+申请摘帽+或资产注入
